food,Protein,Fat,Carbohydrates,Dietary Fiber,Vitamin A,Vitamin C,Vitamin D,Zinc,Iron,Calcium,Selenium
pork splean cooked,84.3,9.6,0.0,0.0,0.0,34.7,0.0,10.6,66.5,38.9,0.1
pork stomach cooked,6.1,2.1,0.029,0.0,0.0,0.0,0.0,0.8,0.3,4.2,0.077
pork tail cooked,46.8,98.5,0.0,0.0,0.0,0.0,0.0,4.5,2.2,38.5,0.087
pork tamale,10.4,12.8,22.4,3.4,0.037,0.0,0.0,1.7,1.2,106.5,0.048
pork tenderloin cooked,22.7,6.2,0.0,0.0,0.017,0.8,0.0,2.2,1.1,3.8,0.082
pork tenderloin raw,104.3,17.8,0.0,0.0,0.0,0.0,0.075,9.4,4.9,30.3,0.2
pork tongue cooked,55.7,43.0,0.0,0.0,0.0,3.9,0.0,10.5,11.5,43.9,0.04
pork top loin chops cooked,39.4,11.2,0.0,0.0,0.062,0.7,0.0,0.079,0.1,0.0,352.4
pork top loin chops raw,39.9,12.8,0.0,0.0,0.074,0.0,0.089,2.9,0.9,13.0,0.096
pork top loin roasts raw,468.4,182.8,0.0,0.0,0.09,0.0,0.042,38.0,11.6,153.7,0.6
pork top loin roasts roasted,224.3,74.8,0.0,0.0,0.7,5.9,0.0,0.3,0.7,0.0,2959.5
port salut cheese,31.4,37.2,0.8,0.0,0.4,0.0,0.057,3.4,0.6,858.0,0.015
portabella mushrooms grilled,4.0,0.7,5.4,2.7,0.0,0.1,0.0,0.074,0.5,0.0,528.8
portabella mushrooms raw,1.8,0.3,3.3,1.1,0.0,0.0,0.08,0.5,0.3,2.6,0.015
porterhouse steak cooked,20.4,16.4,0.0,0.0,0.0,0.0,0.0,3.9,2.5,6.0,0.087
porterhouse steak raw,81.6,91.1,0.0,0.0,0.0,0.0,0.0,14.3,8.8,27.2,0.013
potato bread,4.0,1.0,15.1,2.0,0.0,0.084,0.0,0.051,0.072,0.072,229.8
potato chips,2.1,10.4,15.9,1.4,0.0,9.3,0.0,0.3,0.5,7.2,0.099
potato chips barbecue,15.2,64.2,104.5,8.7,0.0,67.1,0.0,1.9,3.8,99.0,0.02
potato chips cheese,14.5,46.2,98.1,8.8,0.057,92.0,0.0,1.5,3.1,122.4,0.0
potato chips fat free,21.9,1.4,190.1,17.0,0.0,21.1,0.0,1.7,8.1,79.5,0.038
potato chips reduced fat,12.1,35.4,113.7,10.0,0.0,43.7,0.0,0.1,2.3,35.7,0.08
potato chips sour cream and onion,16.0,67.1,102.0,10.3,0.073,73.9,0.0,1.9,3.2,142.6,0.0
potato cooked,1.1,0.006,12.1,1.2,0.0,7.8,0.0,0.2,0.2,3.0,0.022
potato flour,11.0,0.5,133.0,9.4,0.0,1.2,6.1,0.031,0.3,0.0,1601.6
potato gratin,12.4,18.6,27.6,4.4,0.2,24.3,0.0,1.7,1.6,291.6,0.036
potato ham chowder soup,6.5,12.5,13.4,1.4,0.0,0.0,0.0,0.0,1.7,0.0,0.0
potato pancake,1.3,3.2,6.1,0.7,0.098,6.1,0.091,0.2,0.4,7.0,0.072
potato puffs,2.6,11.0,35.5,3.2,0.0,8.1,0.0,0.4,0.8,17.9,0.018
potato raw,4.3,0.2,37.2,4.7,0.0,42.0,0.0,0.6,1.7,25.6,0.079
potato salad,6.7,20.5,27.9,3.3,0.048,25.0,0.0,0.8,1.6,47.5,0.081
potato salad with egg,4.9,23.5,40.5,3.3,0.09,2.0,0.083,0.8,1.3,37.5,0.039
potato scalloped,7.0,9.0,26.4,4.7,0.0,26.0,0.0,1.0,1.4,139.7,0.064
potato skin raw,1.0,0.099,4.7,1.0,0.0,4.3,0.0,0.1,1.2,11.4,0.096
potato sticks,2.4,12.4,19.2,1.2,0.0,17.0,0.0,0.4,0.8,6.5,0.042
potato wedges kentucky fried chicken,5.4,19.8,45.0,4.2,0.0,0.0,0.0,0.6,1.4,34.8,0.0
potatoes canned,3.6,0.3,29.7,4.2,0.0,22.8,0.0,1.2,2.2,117.0,0.049
poultry salad,1.5,1.8,1.0,0.0,0.084,0.1,0.063,0.1,0.097,1.3,0.024
poultry seasoning,0.4,0.3,2.9,0.5,0.0,0.5,0.0,0.1,1.6,43.8,0.037
pound cake,1.7,6.0,14.6,0.2,0.09,0.0,0.0,0.1,0.4,10.5,0.092
pound cake bread,3.9,9.6,28.2,0.9,0.0,0.0,0.0,0.3,1.2,25.3,0.02
pout cooked,58.4,3.2,0.0,0.0,0.062,0.0,0.0,3.6,1.0,35.6,0.1
pout raw,58.6,3.2,0.0,0.0,0.032,0.0,0.0,3.6,1.0,35.2,0.1
powerade coca cola,0.0,0.009,2.3,0.0,0.0,0.0,0.0,0.058,0.096,0.3,0.0
powerade zero ion4 coca cola,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.026,0.072,0.6,0.0
prairie turnips boiled,0.2,0.086,4.2,1.0,0.0,0.3,0.0,0.035,0.1,14.4,0.0
prairie turnips raw,0.3,0.029,4.5,1.0,0.0,0.7,0.0,0.05,0.2,16.5,0.087
praline,1.3,10.1,23.2,1.4,0.0,0.1,0.0,0.7,0.5,16.8,0.021
premium crispy chicken classic sandwich mcdonalds,27.8,20.0,58.6,3.2,0.0,5.8,0.0,1.5,3.3,78.2,0.0
premium crispy chicken club sandwich mcdonalds,39.1,29.9,57.4,3.0,0.0,9.7,0.0,0.0,3.4,233.7,0.0
premium crispy chicken ranch blt sandwich mcdonalds,35.3,22.9,59.8,3.4,0.0,10.3,0.0,0.0,3.4,84.0,0.0
premium fish sandwich burger king,22.6,27.4,58.7,2.0,0.0,0.4,0.0,1.1,3.3,81.4,0.08
premium grilled chicken classic sandwich mcdonalds,28.3,8.6,44.6,2.8,0.051,6.4,0.0,1.4,3.0,74.0,0.0
premium grilled chicken club sandwich mcdonalds,38.3,18.0,44.3,2.7,0.0,9.8,0.0,0.0,3.1,211.9,0.0
premium grilled chicken ranch blt sandwich mcdonalds,33.7,10.9,44.3,2.8,0.0,9.9,0.0,0.0,3.0,76.8,0.0
pretzels,3.0,0.9,24.1,1.0,0.037,0.084,0.6,0.01,0.08,0.01,66.9
prickly pear,0.8,0.5,9.9,3.7,0.0,0.097,14.4,0.012,0.051,0.0,226.6
prickly pear cooked,0.091,0.043,1.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
prickly pear raw,0.001,0.072,1.9,1.0,0.0,2.1,0.0,0.073,0.021,34.2,0.023
profeel proteiinirahka valio,175.0,0.4,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
protein bread,2.3,0.4,8.3,0.6,0.0,0.0,0.0,0.3,0.8,23.6,0.085
protein bread toasted,2.2,0.4,8.2,0.6,0.0,0.0,0.0,0.2,0.8,23.1,0.015
provolone cheese,33.8,35.1,2.8,0.0,0.3,0.0,0.028,4.3,0.7,997.9,0.017
provolone cheese reduced fat,27.9,19.9,4.0,0.0,0.2,0.0,0.027,3.6,0.6,854.3,0.054
prune juice,1.6,0.006,44.7,2.6,0.0,10.5,0.0,0.5,3.0,30.7,0.083
prune plums canned,0.2,0.075,7.0,0.4,0.0,1.3,0.0,0.06,0.2,4.6,0.0
prune plums dried,2.7,0.5,81.5,9.4,0.0,6.7,0.0,0.5,2.6,52.1,0.055
prune puree,0.4,0.02,11.7,0.6,0.0,0.0,0.8,0.0,0.0,0.0,153.4
prunes,2.6,0.5,62.3,0.0,0.0,0.0,0.0,0.5,2.5,50.4,0.0
prunes canned,2.0,0.5,65.1,8.9,0.0,6.6,0.0,0.4,1.0,39.8,0.0
prunes stewed,3.4,0.7,83.2,0.0,0.0,0.0,0.0,0.7,3.3,67.2,0.0
puff pastry,18.1,94.3,112.0,3.7,0.0,0.0,0.0,1.3,6.4,24.5,0.051
puffed rice,2.4,0.2,34.1,0.6,0.0,0.0,0.0,0.4,12.0,2.3,0.094
pulled pork in barbecue sauce,32.8,11.0,46.7,3.0,0.0,0.5,0.064,4.6,3.1,109.6,0.049
pummelo,1.0,0.06,12.0,1.3,0.0,0.005,76.3,0.0,0.097,0.0,270.0
pumpernickel bread,2.3,0.8,12.4,1.7,0.0,0.0,0.0,0.4,0.7,17.7,0.061
pumpernickel bread toasted,2.8,1.0,15.1,2.1,0.0,0.0,0.0,0.5,0.9,21.5,0.033
pumpernickel roll,3.0,0.8,14.8,1.5,0.0,0.0,0.0,0.4,0.8,18.8,0.069
pumpkin canned,2.7,0.7,19.8,7.1,0.0,10.3,0.0,0.4,3.4,63.7,0.064
pumpkin cooked,1.8,0.2,12.0,2.7,0.0,0.1,11.5,0.054,0.2,0.098,563.5
pumpkin flowers cooked,1.5,0.1,4.4,1.2,0.0,6.7,0.0,0.1,1.2,49.6,0.007
pumpkin flowers raw,0.3,0.084,1.1,0.0,0.0,9.2,0.0,0.0,0.2,12.9,0.075
pumpkin leaves cooked,1.9,0.2,2.4,1.9,0.0,0.7,0.0,0.1,2.3,30.5,0.083
pumpkin leaves raw,1.2,0.2,0.9,0.0,0.0,4.3,0.0,0.045,0.9,15.2,0.085
pumpkin pie,7.0,14.4,40.9,0.0,0.1,2.6,0.0,0.7,2.0,145.7,0.058
pumpkin raw,1.2,0.1,7.5,0.6,0.0,10.4,0.0,0.4,0.9,24.4,0.093
pumpkin seed sunfish cooked,9.2,0.3,0.0,0.0,0.087,0.4,0.0,0.7,0.6,38.1,0.025
pumpkin seed sunfish raw,9.3,0.3,0.0,0.0,0.096,0.5,0.0,0.7,0.6,38.4,0.078
pumpkin squash seeds dried,39.0,63.3,13.8,7.7,0.0,2.5,0.0,10.1,11.4,59.3,0.078
pumpkin squash seeds roasted,2.4,3.9,1.2,0.5,0.0,0.1,0.0,0.6,0.6,4.2,0.05
pupusas con frijoles,7.0,11.4,39.7,7.3,0.0,0.0,0.0,1.2,1.8,64.3,0.07
pupusas con queso,13.7,15.5,26.2,3.4,0.1,0.0,0.0,2.2,0.7,380.3,0.07
pupusas del cerdo,14.0,12.7,28.1,3.2,0.064,0.0,0.0,2.0,1.2,59.8,0.091
purslane cooked,1.7,0.2,4.1,0.0,0.0,12.1,0.0,0.2,0.9,89.7,0.018
purslane raw,0.9,0.2,1.5,0.0,0.0,9.0,0.0,0.063,0.9,28.0,0.03
quail egg,1.2,1.0,0.08,0.0,0.083,0.0,0.047,0.1,0.3,5.8,0.091
quail meat cooked,113.7,63.9,0.0,0.0,0.3,10.4,0.003,14.0,20.1,68.0,0.063
quarter pounder mcdonalds,24.1,19.8,37.9,2.7,0.0,1.5,0.0,4.6,4.1,143.6,0.0
quarter pounder with cheese mcdonalds,29.0,28.3,39.7,2.8,0.0,1.6,0.0,5.2,4.2,286.6,0.0
queen crab cooked,20.2,1.3,0.0,0.0,0.007,6.1,0.0,3.1,2.4,28.1,0.056
queen crab raw,5.2,0.3,0.0,0.0,0.093,2.0,0.0,0.8,0.7,7.4,0.033
quesadilla with chicken,27.1,27.5,43.3,3.1,0.1,0.2,0.1,2.6,3.2,484.2,0.025
queso blanco cheese,24.0,28.7,3.0,0.0,0.2,0.0,0.05,3.6,0.2,814.2,0.016
queso fresco cheese,22.1,29.1,3.6,0.0,0.3,0.0,0.055,3.1,0.2,690.5,0.073
queso seco cheese,23.8,23.6,2.0,0.0,0.2,0.0,0.032,3.2,0.2,641.2,0.048
quince,0.4,0.012,14.1,1.7,0.0,0.08,13.8,0.072,0.1,0.0,181.2
quinoa cooked,8.1,3.6,39.4,5.2,0.0,0.0,0.0,2.0,2.8,31.5,0.058
quinoa dry,8.5,3.6,38.5,4.2,0.0,0.0,0.0,1.9,2.7,28.2,0.056
radicchio,0.9,0.2,2.9,0.6,0.0,5.2,0.0,0.4,0.4,12.4,0.042
radish pickled,1.7,0.5,7.8,3.3,0.0,0.0,0.0,0.3,0.3,42.0,0.054
radish raw,0.042,0.026,0.2,0.002,0.0,0.096,0.7,0.013,0.052,0.002,10.5
radish seeds sprouted,1.4,1.0,1.4,0.0,0.0,11.0,0.0,0.2,0.3,19.4,0.073
rainbow smelt cooked,6.4,0.9,0.0,0.0,0.005,0.0,0.0,0.6,0.3,21.8,0.062
rainbow smelt raw,5.0,0.7,0.0,0.0,0.036,0.0,0.045,0.5,0.3,17.0,0.036
rainbow trout cooked,16.9,5.2,0.0,0.0,0.09,0.3,2.1,0.059,0.093,0.003,319.5
rainbow trout raw,15.8,4.9,0.0,0.0,0.044,2.3,0.056,0.4,0.2,19.8,0.067
raisin bran crunch kelloggs,1.9,0.5,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raisin bread,2.5,1.4,16.7,1.4,0.0,0.052,0.0,0.2,0.9,21.1,0.096
raisin bread toasted,2.5,1.4,16.5,1.4,0.0,0.1,0.0,0.2,0.9,20.9,0.013
raisin cookies,0.6,2.0,10.2,0.2,0.008,0.1,0.0,0.034,0.3,6.9,0.039
raisins,1.0,0.056,23.8,1.4,0.049,0.081,0.7,0.042,0.018,0.068,223.2
raisins chocolate coated,4.1,14.8,68.4,3.1,0.059,0.2,0.0,1.3,1.7,86.0,0.053
raisins seeded,4.2,0.9,129.5,11.2,0.0,8.9,0.0,0.3,4.3,46.2,0.058
rambutan canned,1.4,0.4,44.7,1.9,0.0,10.5,0.0,0.2,0.7,47.1,0.0
ramen noodle soup dry,8.9,13.3,53.9,2.0,0.0,0.3,0.0,0.7,3.4,24.7,0.021
ranch dressing,0.2,6.7,0.9,0.0,0.067,0.093,0.0,0.017,0.085,0.024,9.6
ranch dressing fat free,0.039,0.3,3.7,0.088,0.078,0.0,0.0,0.041,0.1,7.0,0.047
ranch dressing reduced fat,0.2,1.9,3.2,0.2,0.022,0.051,0.0,0.035,0.1,6.0,0.082
ranch flavor tortilla chips,14.2,48.8,124.2,7.9,0.0,0.0,0.0,2.8,2.7,265.3,0.032
raspberries,0.1,0.034,1.2,0.7,0.0,0.068,2.6,0.028,0.034,0.031,15.1
raspberries canned,2.1,0.3,59.8,8.4,0.0,22.3,0.0,0.4,1.1,28.2,0.092
red cabbage cooked,2.6,0.2,11.8,4.4,0.0,0.4,18.4,0.068,0.032,0.049,445.4
red cabbage raw,2.4,0.3,12.5,3.6,0.0,96.9,0.0,0.4,1.4,76.5,0.039
red chili peppers,0.8,0.2,4.0,0.7,0.0,64.7,0.0,0.1,0.5,6.3,0.014
red lettuce,0.4,0.08,0.6,0.3,0.0,0.026,1.0,0.044,0.093,0.021,52.4
red peppers canned,0.7,0.058,3.7,0.9,0.0,49.6,0.0,0.1,0.4,5.1,0.027
red potato baked,2.0,0.1,16.7,1.5,0.0,0.2,10.7,0.0,0.1,0.075,463.3
red potato raw,4.0,0.3,33.9,3.6,0.0,18.3,0.0,0.7,1.6,21.3,0.022
red salmon sockeye filets smoked,65.5,12.3,0.0,0.0,0.047,0.0,0.0,1.2,1.1,62.6,0.026
red white currants,1.6,0.2,15.5,4.8,0.0,45.9,0.0,0.3,1.1,37.0,0.079
red wine,0.1,0.0,3.8,0.0,0.0,0.0,0.0,0.2,0.7,11.8,0.074
red wine vinegar,0.055,0.0,0.011,0.0,0.0,0.053,0.0,0.065,0.049,0.9,0.0
refried red beans,11.7,16.1,36.0,11.0,0.0,0.0,0.0,1.6,4.5,76.9,0.058
requeijao cremoso light catupiry,0.8,3.6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhubarb cooked,0.9,0.1,74.9,4.8,0.0,0.041,7.9,0.057,0.024,0.081,230.4
rhubarb raw,0.5,0.1,2.3,0.9,0.0,0.042,4.1,0.003,0.018,0.058,146.9
rib eye steak grilled,62.4,47.7,0.0,0.0,0.047,0.0,0.032,15.9,6.0,30.1,0.085
rib eye steak raw,62.8,54.5,0.4,0.0,0.087,0.0,0.088,16.2,5.9,26.1,0.01
rice bowl with chicken,1.6,0.4,6.4,0.2,0.026,0.8,0.0,0.1,0.008,3.7,0.035
rice bran,15.8,24.6,58.6,24.8,0.0,0.0,0.0,7.1,21.9,67.3,0.018
rice bran bread,2.4,1.2,11.7,1.3,0.0,0.0,0.0,0.4,1.0,18.6,0.061
rice bran bread toasted,2.4,1.3,11.8,1.3,0.0,0.0,0.0,0.3,1.0,18.8,0.041
rice bran oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0
rice cracker cake,2.0,1.2,23.0,1.2,0.0,0.0,0.0,0.8,0.4,3.1,0.06
rice crisps,1.8,0.4,24.1,0.2,0.2,12.9,0.0,0.3,2.9,1.4,0.096
rice drink,0.7,2.3,22.0,0.7,0.0,0.059,0.0,0.009,0.013,0.078,64.8
rice flour brown,11.4,4.4,120.8,7.3,0.0,0.0,0.0,3.9,3.1,17.4,0.0
rice flour white,9.4,2.2,126.6,3.8,0.0,0.0,0.0,1.3,0.6,15.8,0.062
rice noodles cooked,3.2,0.4,42.3,1.8,0.0,0.0,0.0,0.4,0.2,7.0,0.076
rice noodles dry,1.0,0.2,23.6,0.5,0.0,0.0,0.0,0.2,0.2,5.1,0.053
rice pilaf cooked,7.0,8.8,61.1,1.4,0.055,0.0,0.0,0.9,2.0,69.0,0.049
rice pilaf raw,21.3,2.8,155.7,2.4,0.088,0.0,0.0,2.1,5.0,169.3,0.037
rice pudding,3.6,2.4,20.8,0.3,0.043,0.074,1.5,0.083,0.014,0.063,141.3
rice sake,0.7,0.0,7.4,0.0,0.0,0.0,0.0,0.092,0.1,7.4,0.057
rice wheat cereal bar,2.0,2.0,16.0,0.4,0.0,0.0,0.0,0.4,0.6,6.8,0.097
ricotta cheese,1.5,2.0,1.5,0.0,0.075,0.006,0.0,0.035,0.097,0.097,43.8
riesling white wine,0.1,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roast beef sandwich,22.6,15.3,33.1,1.9,0.6,0.3,0.0,0.055,0.1,0.039,333.8
roast beef sandwich with cheese,32.2,18.0,45.4,0.0,0.082,0.0,0.0,5.4,5.1,183.0,0.021
rockfish cooked,33.1,2.4,0.0,0.0,0.012,0.4,0.0,0.1,0.046,0.0,695.8
rockfish raw,35.1,2.6,0.0,0.0,0.007,0.0,0.027,0.7,0.6,26.7,0.1
roe cooked,8.1,2.3,0.5,0.0,0.066,4.6,0.0,0.4,0.2,7.9,0.052
roe raw,3.1,0.9,0.2,0.0,0.028,2.2,0.02,0.1,0.085,3.1,0.059
roggenmischbrot sonnenblumenkerne aldi,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolo nestle,0.009,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
romaine lettuce,0.6,0.1,1.5,1.0,0.0,1.9,0.0,0.1,0.5,15.5,0.045
romanesco cooked,3.7,0.4,7.7,4.0,0.0,88.6,0.0,0.8,0.9,39.0,0.067
romanesco raw,1.9,0.2,3.9,2.0,0.0,56.4,0.0,0.4,0.5,21.1,0.087
romano cheese,1.6,1.3,0.2,0.0,0.064,0.0,0.073,0.1,0.03,53.2,0.087
root beer,0.0,0.0,52.3,0.0,0.0,0.0,0.0,0.095,0.037,0.0,4.9
roquefort cheese,18.3,26.0,1.7,0.0,0.2,0.0,0.0,1.8,0.5,562.7,0.081
roquefort cheese dressing,0.8,1.1,0.4,0.0,0.0,0.069,0.0,0.09,0.069,13.4,0.03
rose hips,2.0,0.4,48.5,30.6,0.0,541.0,0.0,0.3,1.3,214.6,0.0
roselle,0.5,0.4,6.4,0.0,0.0,6.8,0.0,0.0,0.8,122.6,0.0
rosemary dried,0.081,0.2,0.8,0.5,0.0,0.7,0.0,0.078,0.4,15.4,0.084
rosemary fresh,0.005,0.1,0.1,0.012,0.0,0.043,0.2,0.0,0.092,0.0,4.7
rowan,5.2,4.6,54.5,14.1,0.0,58.8,0.0,1.0,5.0,34.2,0.0
rum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.045,0.0,0.0
russet potato baked,7.9,0.4,64.1,6.9,0.0,24.8,0.0,1.0,3.2,53.8,0.01
russet potato raw,7.9,0.3,66.7,4.8,0.0,21.0,0.0,1.1,3.2,48.0,0.055
rutabaga cooked,2.2,0.4,16.4,4.3,0.0,45.1,0.0,0.3,0.4,43.2,0.022
rutabaga raw,8.3,1.2,66.5,17.8,0.0,193.0,0.0,1.9,3.4,332.0,0.041
rye,17.5,2.8,128.2,25.5,0.0,0.0,0.0,4.5,4.4,40.6,0.032
rye bread,2.7,1.1,15.5,1.9,0.0,0.1,0.0,0.4,0.9,23.4,0.088
rye bread toasted,2.7,1.0,15.4,1.9,0.0,0.047,0.0,0.4,0.9,23.2,0.072
rye dinner roll,4.4,1.5,22.8,2.1,0.0,0.0,0.0,0.4,1.2,12.9,0.029
rye flour,10.0,1.4,78.2,8.2,0.0,0.0,0.0,1.4,0.9,13.3,0.07
sablefish cooked,51.9,59.3,0.0,0.0,0.3,0.0,0.0,1.2,5.0,135.9,0.1
sablefish raw,51.8,59.1,0.0,0.0,0.4,0.0,0.0,1.2,4.9,135.1,0.1
saccharin sweetener,0.9,0.0,89.1,0.0,0.0,0.0,0.0,0.079,0.058,0.0,0.0
safflower oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safflower seed kernels dried,4.6,10.9,9.7,0.0,0.0,0.0,0.0,1.4,1.4,22.1,0.0
safflower seed meal,10.1,0.7,13.8,0.0,0.0,0.0,0.0,1.4,1.4,21.8,0.0
saffron,0.071,0.092,0.5,0.002,0.0,0.023,0.6,0.082,0.037,0.0,12.1
sage ground,0.058,0.046,0.4,0.3,0.0,0.2,0.0,0.02,0.2,11.6,0.039
salat mix alestro,0.0,5.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salmon canned,79.1,20.3,0.0,0.0,0.064,0.0,0.0,3.7,2.6,918.8,0.2
salmon cooked,78.7,44.0,0.0,0.0,0.2,13.2,0.046,1.5,1.2,53.4,0.1
salmon fish oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salmon nuggets,3.6,3.3,4.0,0.0,0.0,0.0,0.0,0.1,0.4,2.3,0.0
salmon raw,80.9,53.1,0.0,0.0,0.0,15.4,0.0,1.4,1.3,35.6,0.014
salsa con queso,7.9,23.8,27.9,1.8,0.069,1.0,0.0,1.0,0.4,245.0,0.073
salsa sauce,0.3,0.039,1.2,0.3,0.0,0.3,0.0,0.08,0.007,5.4,0.005
salsa verde,0.2,0.1,1.0,0.3,0.0,1.8,0.0,0.067,0.079,1.4,0.086
salsify cooked,3.7,0.2,20.7,4.2,0.0,6.2,0.0,0.4,0.7,63.5,0.002
salsify raw,4.4,0.3,24.7,4.4,0.0,0.4,10.6,0.06,0.1,0.0,505.4
salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.006,4.3,0.039
salt mackerel,25.2,34.1,0.0,0.0,0.031,0.0,0.03,1.5,1.9,89.8,0.082
salt pork raw,1.4,22.8,0.0,0.0,0.0,0.0,0.035,0.3,0.1,1.7,0.056
saltine crackers,0.3,0.3,2.2,0.022,0.037,0.062,0.0,0.039,0.025,0.059,4.8
sandwich with cold cuts,41.1,39.3,79.9,4.7,0.5,0.8,29.3,0.065,0.5,0.023,1102.6
sandwich with roast beef,28.6,13.0,44.3,0.0,0.03,5.6,0.0,4.4,2.8,41.0,0.073
sandwich with tuna salad,29.7,28.0,55.4,0.0,0.004,3.6,0.0,1.9,2.6,74.2,0.019
sangiovese red wine,0.1,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sapodilla,0.7,1.9,33.9,9.0,0.0,25.0,0.0,0.2,1.4,35.7,0.099
sardine canned in oil,36.7,17.1,0.0,0.0,0.051,0.0,0.04,2.0,4.4,569.2,0.077
sardine oil,0.0,13.6,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
sardines in tomato sauce canned,18.6,9.3,0.5,0.009,0.036,0.9,0.017,1.2,2.0,213.6,0.024
sauerkraut canned,1.3,0.2,6.1,4.1,0.0,0.2,20.9,0.094,0.1,0.096,241.4
sausage biscuit mcdonalds,11.3,29.7,31.8,1.4,0.049,0.0,0.0,1.0,2.4,64.4,0.0
sausage burrito mcdonalds,13.0,17.1,24.2,1.2,0.004,0.9,0.0,1.3,1.8,203.4,0.0
sausage mcgriddles mcdonalds,11.4,24.0,42.2,1.4,0.0,0.0,0.0,1.0,1.9,85.1,0.0
sausage mcmuffin mcdonalds,14.6,24.2,28.2,1.6,0.0,0.0,0.0,1.5,2.3,257.6,0.0
sausage patty mcdonalds,4.3,11.2,0.4,0.0,0.0,0.0,0.0,0.4,0.3,6.5,0.0
sausage pizza,13.3,14.3,35.5,2.7,0.3,0.099,2.0,0.003,0.1,0.078,228.5
sauvignon blanc white wine,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
savory ground,0.074,0.029,1.0,0.6,0.0,0.0,0.7,0.057,0.043,0.0,14.7
savoury noodle one pan dinner tandaco,0.0,1.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
savoy cabbage cooked,3.1,0.2,9.2,4.8,0.0,0.3,28.9,0.077,0.089,0.0,312.8
savoy cabbage raw,1.4,0.017,4.3,2.2,0.0,0.1,21.7,0.014,0.071,0.066,161.0
scallop imitation,3.6,0.1,3.0,0.0,0.008,0.0,0.0,0.019,0.058,2.3,0.095
scallop raw,1.8,0.091,0.5,0.0,0.084,0.0,0.0,0.1,0.068,0.9,0.098
scallop squash cooked,1.9,0.3,5.9,3.4,0.0,19.4,0.0,0.4,0.6,27.0,0.055
scallop squash raw,1.6,0.3,5.0,1.6,0.0,23.4,0.0,0.4,0.5,24.7,0.017
scallops cooked,2.1,0.058,0.5,0.0,0.05,0.032,0.0,0.042,0.057,0.0,31.4
scallops fried,2.6,3.2,6.4,0.0,0.059,0.0,0.0,0.2,0.3,3.1,0.032
scotch broth,12.1,6.4,23.0,3.0,0.0,2.1,0.0,3.9,2.0,35.8,0.026
scots kale cooked,2.5,0.5,7.3,0.0,0.0,68.6,0.0,0.3,2.5,171.6,0.037
scots kale raw,1.9,0.4,5.6,1.1,0.0,87.1,0.0,0.2,2.0,137.4,0.011
scrambled eggs,6.5,7.6,1.0,0.0,0.066,1.6,0.086,0.8,1.2,26.8,0.012
scrambled eggs mcdonalds,7.7,7.5,0.9,0.0,0.046,0.0,0.0,0.7,1.1,33.7,0.0
scrapple,2.3,3.9,4.0,0.052,0.2,0.7,0.075,0.3,0.5,2.0,0.017
scup cooked,12.1,1.8,0.0,0.0,0.093,0.0,0.0,0.3,0.3,25.5,0.015
scup raw,31.3,4.5,0.0,0.0,0.037,0.0,0.077,0.8,0.9,66.4,0.09
sea bass cooked,23.9,2.6,0.0,0.0,0.053,0.0,0.0,0.5,0.4,13.1,0.023
sea bass raw,23.8,2.6,0.0,0.0,0.001,0.0,0.071,0.5,0.4,12.9,0.082
seatrout cooked,39.9,8.6,0.0,0.0,0.006,0.0,0.0,1.1,0.7,40.9,0.002
seatrout raw,39.8,8.6,0.0,0.0,0.056,0.0,0.0,1.1,0.6,40.5,0.029
seaweed dry,3.1,0.3,9.2,7.3,0.0,5.8,0.011,0.5,13.3,59.8,0.0
semillon white wine,0.1,0.0,4.6,14.9,128.1,0.0,0.0,0.0,0.0,0.0,0.0
semolina,21.2,1.8,121.6,6.5,0.0,0.0,0.0,1.8,7.3,28.4,0.1
serrano pepper,0.1,0.075,0.4,0.2,0.0,0.099,2.7,0.047,0.063,0.021,18.6
sesame butter,2.9,8.1,3.8,0.9,0.0,0.0,0.0,1.2,3.1,153.6,0.088
sesame crunch,0.2,0.6,0.9,0.1,0.0,0.0,0.0,0.013,0.019,11.5,0.033
sesame flour,38.5,46.4,33.3,0.0,0.0,0.0,0.0,13.3,19.0,198.8,0.0
